45.2655424,11.7896338,42.9448238,1
50.9138699,15.0575266,34.0286035,1
43.7683611,12.5365285,43.6951104,1
49.149498,16.1711604,34.6793415,1
38.1252319,11.5719896,50.3027785,1
43.8852652,15.1694694,40.9452654,1
48.4041547,19.6677282,31.9281172,1
35.1150325,11.709905,53.1750625,2
40.7861533,15.6058568,43.6079899,1
45.1930884,20.418509,34.3884026,1
48.3358407,26.1478596,25.5162997,1
35.7567712,14.1480937,50.0951351,1
40.5836171,18.8891088,40.527274,1
44.1257968,24.5522285,31.3219747,1
46.3833101,31.1374526,22.4792373,1
34.0374689,15.1859329,50.7765982,1
38.5344744,20.3979548,41.0675708,1
41.7288809,26.5269535,31.7441656,1
43.6206883,33.5729292,22.8063825,1
30.3384045,14.2533953,55.4082002,1
35.0416022,19.5684224,45.3899754,1
38.4268198,25.7847707,35.7884095,1
40.4940602,32.9024382,26.6035015,3
26.8914067,13.2754232,59.8331702,4
30.7803239,17.4079256,51.8117505,4
34.6431633,23.540326,41.8165108,4
37.1751983,30.5478674,32.2769343,4
38.3764288,38.43055,23.1930212,1
25.5813183,14.0878107,60.3308709,5
30.061212,19.84083,50.097958,1
33.3516149,26.590216,40.0581691,1
35.30094,34.178041,30.5210191,1
35.9105672,42.2822756,21.8071572,1
24.3264581,14.947602,60.7259399,1
28.5248219,21.166279,50.308899,1
31.517765,28.3485176,40.1337174,4
33.1619064,36.3219556,30.516138,1
33.4701734,44.7530536,21.776773,1
23.1274441,15.8543766,61.0181793,1
26.347513,21.107053,52.545434,5
29.322751,28.5661272,42.1111217,1
30.9440172,36.7586467,32.2973362,1
31.2113115,45.6846114,23.1040772,1
21.9837222,16.8085532,61.2077246,3
24.2886204,20.9409474,54.7704322,1
27.2561247,28.6949739,44.0489014,1
28.8670406,37.1141557,34.0188037,1
29.121365,46.1984943,24.6801407,1
28.8777316,49.6643775,21.4578908,1
21.5866676,19.1131851,59.3001473,1
24.8267391,27.0689709,48.10429,1
26.7101525,35.6111017,37.6787458,1
27.2369078,44.7395773,28.0235149,1
26.7256383,52.1049282,21.1694335,1
19.8595714,18.8621623,61.2782664,1
22.4531883,25.2513947,52.295417,1
24.61614,33.9741506,41.4097094,1
25.4249326,43.1935554,31.3815121,1
24.8795661,52.9096089,22.210825,1
18.8829794,19.9578382,61.1591824,1
20.1354215,23.1862793,56.6782993,1
22.5848969,32.1565391,45.258564,1
23.6852567,41.523547,34.7911963,1
23.4365036,51.2873022,25.2761942,1
22.7017283,56.9657553,20.3325164,1
17.9617268,21.1009633,60.9373099,3
20.6023195,30.1372935,49.260387,1
21.9986539,39.7227783,38.2785678,1
22.0534738,49.5945721,28.3519541,1
20.8372738,59.3771878,19.7855385,1
17.0962394,22.2910099,60.6127507,1
19.4994126,31.8003318,48.7002556,1
20.6613169,41.7535711,37.585112,1
20.4918558,51.8721734,27.6359707,1
19.0691546,61.7781866,19.1526587,1
16.2861177,23.528528,60.1853543,1
18.4581064,33.5120147,48.029879,1
19.3945179,43.8238112,36.7816709,3
19.0122677,54.1694688,26.8182636,1
17.3965547,64.1698609,18.4335844,1
15.5317571,24.8129083,59.6553345,3
17.4789097,35.2714999,47.2495904,1
18.198876,45.9324809,35.868643,1
17.6154325,56.4853297,25.8992377,1
15.8202913,66.5510369,17.6286718,1
15.6364763,30.3523336,54.0111901,1
16.9204826,41.5097651,41.5697523,1
16.9188856,52.4064989,30.6746155,1
15.6316882,63.0425357,21.3257762,1
14.1894917,27.5236038,58.2869045,5
15.7057746,38.9357315,45.3584939,1
16.0197587,50.2673394,33.7129019,1
15.0684969,61.1752081,23.756295,1
12.9550529,71.2844359,15.7605112,6
14.9118998,40.8404359,44.2476643,1
15.0363589,52.4934692,32.4701718,1
13.9184846,63.54915,22.5323653,1
13.6292499,35.2373147,51.1334354,7
14.3034747,47.6715093,38.025016,1
13.7608303,59.3241994,26.9149702,1
12.0013194,70.1953869,17.8032937,8
13.5594663,47.3249605,39.1155731,9
13.0942052,59.3977749,27.5080199,10
11.4400871,70.4944661,18.0654468,10
13.2782085,52.9997813,33.7220102,8
12.2891655,64.7389875,22.971847,10
13.1747825,55.430083,31.3951345,11
